,station,change_CRIME_mean,change_CRIME_sem,long,lat
131,0824cfe7-1f3f-11e7-bf6b-3863bb334450,92.0,,-77.053485,38.903827
132,08264525-1f3f-11e7-bf6b-3863bb334450,,,-77.107143,39.014716
133,7814989b-dc73-4a7e-bd23-f716b9abbbfe,-131.0,,-76.99602,38.89222
134,1877158937567185816,,,-77.305336,38.844249
135,08258e2d-1f3f-11e7-bf6b-3863bb334450,117.0,,-77.0024,38.87501
136,f69c2ab2-8d2b-493a-9da4-3a76d0e34753,,,-77.1135,39.04317
137,fd44b399-4a55-4bbe-a326-20d138a2f0eb,,,-77.270731,38.877415
138,e9030e46-31bf-4def-befb-2e685ad48180,-31.0,,-77.032956,38.931991
139,1892762694406615240,,,-77.282083,38.868545
140,183f8ffb-756c-4271-8d9a-a5cde3f13116,79.0,,-76.964896,38.9252
141,0825b1a2-1f3f-11e7-bf6b-3863bb334450,,,-77.006472,38.977933
142,39d08937-66b3-4fd8-89d0-49e5144f1922,,,-77.205428,38.900371
143,a7b98322-bdbb-421e-b2e4-1bb42ef9d01f,181.0,,-77.03188,38.910674
144,1901331776956725958,,,-77.350396,38.949366
145,082482b3-1f3f-11e7-bf6b-3863bb334450,-17.0,,-77.043368,38.895734
146,0825fa22-1f3f-11e7-bf6b-3863bb334450,,,-77.059821,38.833077
147,082620fc-1f3f-11e7-bf6b-3863bb334450,-11.0,,-77.017247,38.890496
148,08249dad-1f3f-11e7-bf6b-3863bb334450,254.0,,-77.026013,38.893028
149,0248fa3b-6df4-4fdc-ae31-ee2e4d177da8,,,-77.045916,38.852903
150,1999699654561182176,,,-76.868767,38.875772
151,08256ac9-1f3f-11e7-bf6b-3863bb334450,171.0,,-77.02324,38.894851
152,08254284-1f3f-11e7-bf6b-3863bb334450,,,-77.049437,38.888255
153,0824bce1-1f3f-11e7-bf6b-3863bb334450,123.0,,-77.001949,38.900412
154,c0ec45a3-ec59-4c82-9671-13d9c122be30,,,-77.341823,38.983199
155,08259c89-1f3f-11e7-bf6b-3863bb334450,,,-77.091991,38.982456
156,0824c229-1f3f-11e7-bf6b-3863bb334450,-115.0,,-76.988355,38.890461
157,1874573898176678104,,,-77.303349,38.846972
158,1890204129337198944,,,-77.233583,38.879256
159,cdeeb133-ccd7-418f-a8d7-0b5c5380a8ae,,,-77.110014,38.815842
160,0825fbd3-1f3f-11e7-bf6b-3863bb334450,-7.0,,-77.075135,38.964544
161,08256670-1f3f-11e7-bf6b-3863bb334450,0.0,,-77.028139,38.916787
162,fbbeab20-556d-4275-98a9-f84d316c157f,-52.0,,-76.994897,38.899942
163,082514b8-1f3f-11e7-bf6b-3863bb334450,224.0,,-77.022155,38.912719
164,0825faf6-1f3f-11e7-bf6b-3863bb334450,,,-77.000035,38.986743
165,0825ff8d-1f3f-11e7-bf6b-3863bb334450,,,-77.09713,38.895377
166,08261e7a-1f3f-11e7-bf6b-3863bb334450,-30.0,,-77.003135,38.894972
167,0825164b-1f3f-11e7-bf6b-3863bb334450,-58.0,,-77.023795,38.928121
168,082522f0-1f3f-11e7-bf6b-3863bb334450,9.0,,-77.028694,38.888774
169,08251448-1f3f-11e7-bf6b-3863bb334450,-39.0,,-77.001828,38.881185
170,08260472-1f3f-11e7-bf6b-3863bb334450,,,-77.089133,38.862398
171,febec658-2bcd-473e-8ba8-f84f016da7cd,,,-77.060899,38.83728
172,0825e4d5-1f3f-11e7-bf6b-3863bb334450,,,-77.088659,38.840654
173,08254dee-1f3f-11e7-bf6b-3863bb334450,,,-77.089555,38.84232
174,0824eba7-1f3f-11e7-bf6b-3863bb334450,,,-77.076389,38.893438
175,472dee60-f045-4f2e-9807-193e3ae9b661,,,-77.048043,38.800703
176,0825201c-1f3f-11e7-bf6b-3863bb334450,-26.0,,-77.012457,38.928743
177,8bbafd08-edb1-426d-94f4-c7b7d9be34dd,-7.0,,-76.997226,38.938889
178,0825e3b0-1f3f-11e7-bf6b-3863bb334450,168.0,,-76.995876,38.920682
179,0825610d-1f3f-11e7-bf6b-3863bb334450,-43.0,,-76.983575,38.897195
180,0825f723-1f3f-11e7-bf6b-3863bb334450,94.0,,-77.051084,38.901755
181,08257325-1f3f-11e7-bf6b-3863bb334450,43.0,,-77.023082,38.985404
182,082480f1-1f3f-11e7-bf6b-3863bb334450,-81.0,,-76.941877,38.901385
183,082518eb-1f3f-11e7-bf6b-3863bb334450,9.0,,-76.96012,38.896544
184,21cdfe0d-71ad-4302-a003-3cfc0d355af9,260.0,,-77.000698,38.907316
185,0826380c-1f3f-11e7-bf6b-3863bb334450,,,-77.338686,38.970046
186,f0101beb-a103-46e4-93f5-c7880b85411b,,,-77.195847,38.876912
187,10d57c0d-6f3c-45d1-8a12-eda5665e213c,,,-76.891247,39.006191
188,8d68e4db-0bc9-440a-9b27-5d34ed1b93c9,,,-77.348487,38.9667
189,dfa896d9-9209-413d-b494-e255ef513d2c,,,-77.129943,38.800077
190,082520aa-1f3f-11e7-bf6b-3863bb334450,,,-77.103148,38.882788
191,0826345e-1f3f-11e7-bf6b-3863bb334450,,,-77.240654,38.929261
192,0136af02-2670-4042-b5cd-18b46c15c0c1,,,-77.361516,38.95866
193,e976c0ab-bc21-42b3-a2c2-b90def6f54f4,,,-77.329282,38.966848
194,082650b1-1f3f-11e7-bf6b-3863bb334450,,,-76.988422,38.988101
195,3af8c81c-b8d8-4af7-afe9-332a2cac4672,,,-77.057274,38.836838
196,bed9b757-0df2-4a97-a6ac-415db00e82c8,-39.0,,-76.967845,38.895955
197,f08db1df-054a-46c8-a3e1-b349f2a26d5e,,,-77.272999,38.873261
198,08263fbd-1f3f-11e7-bf6b-3863bb334450,,,-77.340281,38.951419
199,5e571279-84a3-4dd6-9ee5-6a834e4c624a,,,-77.178408,38.87972
200,e456b38d-7f5e-4d06-b2bc-022b42097a06,,,-77.106111,38.837306
201,08254943-1f3f-11e7-bf6b-3863bb334450,-58.0,,-77.032678,38.942475
202,1917259666206632502,,,-77.168902,38.766946
203,08253a4b-1f3f-11e7-bf6b-3863bb334450,,,-77.044633,38.810741
204,0825be05-1f3f-11e7-bf6b-3863bb334450,76.0,,-77.008911,38.899703
205,0825e1e5-1f3f-11e7-bf6b-3863bb334450,33.0,,-77.012108,38.900358
206,082644bc-1f3f-11e7-bf6b-3863bb334450,96.0,,-76.998405,38.902932
207,08252530-1f3f-11e7-bf6b-3863bb334450,,,-77.089006,38.89593
208,1892760823152249488,,,-77.271538,38.869114
209,0825b553-1f3f-11e7-bf6b-3863bb334450,,,-77.030371,38.994035
210,08258475-1f3f-11e7-bf6b-3863bb334450,,,-77.145213,39.094772
211,a07bd5e0-5136-4285-ae23-54a74124957e,40.0,,-76.986813,38.907444
212,42ad2bc8-22b5-40f2-8a56-e562e4ecde07,,,-76.946361,38.959361
213,ee2cb739-9118-4069-b4f7-435ef53db537,-53.0,,-76.950009,38.883132
214,0824d0c6-1f3f-11e7-bf6b-3863bb334450,-12.0,,-77.00493,38.89696
215,0824773f-1f3f-11e7-bf6b-3863bb334450,-72.0,,-77.047637,38.923203
216,e823318f-8406-4230-8072-1667f5de78d4,,,-77.359717,38.953691
217,082569e6-1f3f-11e7-bf6b-3863bb334450,,,-77.072315,38.867262
218,066fd95e-0d37-4eea-a027-88c04277bb9d,18.0,,-76.996133,38.932243
219,6922a398-ec20-493d-a832-5e337cf335f5,,,-76.878005,39.00031
220,082604dd-1f3f-11e7-bf6b-3863bb334450,-4.0,,-77.003666,38.89967
221,08261d9d-1f3f-11e7-bf6b-3863bb334450,65.0,,-77.02601,38.884323
222,0826402c-1f3f-11e7-bf6b-3863bb334450,,,-77.070862,38.89386
223,0825213e-1f3f-11e7-bf6b-3863bb334450,,,-77.10783,38.88397
224,08263cab-1f3f-11e7-bf6b-3863bb334450,-33.0,,-76.913563,38.891805
225,082547de-1f3f-11e7-bf6b-3863bb334450,-121.0,,-77.019814,38.956556
226,0825be94-1f3f-11e7-bf6b-3863bb334450,,,-77.093478,38.837846
227,08263959-1f3f-11e7-bf6b-3863bb334450,,,-77.356324,38.960574
228,08254442-1f3f-11e7-bf6b-3863bb334450,-161.0,,-77.018677,38.90093
229,68eaf9f5-7b2d-4f60-9f02-9f5ba1103f80,-18.0,,-77.068626,38.965775
230,0825ac97-1f3f-11e7-bf6b-3863bb334450,,,-77.023854,38.989724
231,6e652351-dad9-45e4-a0a7-dda0417973f4,,,-77.171891,38.880612
232,a2507ccc-aca1-48b2-a6a3-a3144ad92d21,35.0,,-77.04564,38.912644
233,08246df5-1f3f-11e7-bf6b-3863bb334450,,,-77.059936,38.862303
234,08252b28-1f3f-11e7-bf6b-3863bb334450,-59.0,,-76.9941,38.90509
235,08263aa1-1f3f-11e7-bf6b-3863bb334450,-41.0,,-77.005965,38.884916
236,0826183f-1f3f-11e7-bf6b-3863bb334450,11.0,,-77.036278,38.912652
237,08255063-1f3f-11e7-bf6b-3863bb334450,124.0,,-77.038542,38.908568
238,0825b2e7-1f3f-11e7-bf6b-3863bb334450,,,-77.094589,38.977093
239,0824a703-1f3f-11e7-bf6b-3863bb334450,-146.0,,-76.995916,38.894841
240,ebbf6e18-684d-4fc9-ad4d-c025b8d76556,,,-76.954803,38.965742
241,082624fc-1f3f-11e7-bf6b-3863bb334450,48.0,,-77.013667,38.902571
242,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,,,-76.987125,39.04104
243,6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,72.0,,-77.0078,38.915
244,1879766346478500482,-19.0,,-77.079119,38.9257
245,082605b0-1f3f-11e7-bf6b-3863bb334450,24.0,,-77.027855,38.961339
246,082623bf-1f3f-11e7-bf6b-3863bb334450,-2.0,,-77.038325,38.888097
247,a77b8993-6d68-425e-a37a-0e613a7cb17a,,,-77.230766,38.878572
248,d72b1790-0fea-4af8-9d2a-fd4d4db24d1a,-51.0,,-77.00223,38.82373
249,94b1507c-7f76-483c-b06a-a4131e0b5970,15.0,,-77.020788,38.874821
250,3d8b6392-9572-4c65-b71c-fd8f03af9ab2,,,-77.209421,38.877818
251,8d8a3add-40b4-41ba-bffe-5a754ebc1625,,,-77.049436,38.793065
252,a3761e59-db36-4b61-8bb3-8d523af69b96,,,-77.00077,39.00048
253,082537e4-1f3f-11e7-bf6b-3863bb334450,298.0,,-77.0284,38.903819
254,5eb5b5a7-db69-4d8a-a16a-604678a544b7,,,-77.127776,38.904252
255,1932168474073292810,-75.0,,-76.982464,38.893062
256,1900964406001033780,,,-77.331794,38.95937
257,2a43f4e2-4102-482e-8879-245cf7555c6b,-262.0,,-77.032687,38.934405
258,85c2fb24-d241-4550-8968-2cdf85462af7,,,-77.345874,38.93051
259,13c42471-96ab-441d-9a4c-bc57f7af6f9b,,,-77.353552,38.944013
260,08261f4b-1f3f-11e7-bf6b-3863bb334450,,,-77.156427,38.885321
261,0825e56c-1f3f-11e7-bf6b-3863bb334450,,,-77.166093,39.119765
262,08256e11-1f3f-11e7-bf6b-3863bb334450,17.0,,-77.013769,38.886978
263,5dfab137-f65a-41c0-99ef-d58f29a735b2,,,-77.361466,38.9523
264,0825525a-1f3f-11e7-bf6b-3863bb334450,-218.0,,-77.0352,38.92333
265,0825f2b1-1f3f-11e7-bf6b-3863bb334450,,,-77.094537,38.984691
266,08262494-1f3f-11e7-bf6b-3863bb334450,,,-77.064016,38.843422
267,83c9bc80-bc42-4e5d-9f5e-6c24812e6e37,,,-77.07386,38.895068
268,12b1c990-90e7-4fef-a5b9-c78d4c81af96,-123.0,,-76.925315,38.883318
269,0826139b-1f3f-11e7-bf6b-3863bb334450,20.0,,-77.08059,38.946182
270,08265124-1f3f-11e7-bf6b-3863bb334450,,,-77.05102,39.038424
271,84a0159b-5f00-417a-8f06-6c7c8437049f,-37.0,,-77.011915,38.870824
272,987decdd-577d-4614-a6eb-307944a634b4,,,-76.843263,38.908391
273,7c46ff05-4fca-44e6-a50b-acbc57e8100b,-25.0,,-77.01033,38.81909
274,0824f461-1f3f-11e7-bf6b-3863bb334450,-187.0,,-77.04368,38.920669
275,0824c772-1f3f-11e7-bf6b-3863bb334450,62.0,,-77.022191,38.897283
276,1934289487117353510,12.0,,-77.007003,38.967492
277,08253b95-1f3f-11e7-bf6b-3863bb334450,,,-77.05293,38.805648
278,6ffb5d30-d3f4-462b-8182-c552bebc9310,,,-77.208127,38.924002
279,082595a1-1f3f-11e7-bf6b-3863bb334450,,,-77.149162,39.083673
280,08256d91-1f3f-11e7-bf6b-3863bb334450,-7.0,,-77.013917,38.892275
281,08253c6b-1f3f-11e7-bf6b-3863bb334450,,,-77.052808,38.814577
282,0824ea2c-1f3f-11e7-bf6b-3863bb334450,,,-77.072143,38.897218
283,d34d2639-ee43-4892-818f-f01116813744,,,-76.954171,38.968842
284,0a5dbbe0-1325-49af-9fca-f0748ca06dc0,,,-77.056873,38.864838
285,7a19d0e7-2b3c-4805-b843-1aec84a05bfe,-16.0,,-77.074323,38.912614
286,c98241f4-a3c0-4eb8-86bd-dd057baa0192,,,-77.349764,38.963782
287,d325a449-32d7-488d-b746-9455ad003834,57.0,,-77.048852,38.898925
288,77cd13d5-f671-437a-a59c-bcc74c6b211e,-28.0,,-76.972851,38.930774
289,08258d95-1f3f-11e7-bf6b-3863bb334450,-89.0,,-77.031887,38.921074
290,1917259953969440770,,,-77.160014,38.775639
291,082572b6-1f3f-11e7-bf6b-3863bb334450,,,-77.107906,38.871822
292,55d4e20d-6b27-485e-8115-4046ac2313ea,2.0,,-77.090911,38.916501
293,08247c29-1f3f-11e7-bf6b-3863bb334450,-147.0,,-77.032688,38.938024
294,b554d2fc-8912-4730-b2cb-9a3e1a96b223,191.0,,-77.028061,38.901104
295,abd8bd04-94ec-4818-baf5-7f79742e982c,,,-77.084262,38.886256
296,0824739d-1f3f-11e7-bf6b-3863bb334450,,,-77.05152,38.850688
297,3735d025-7e82-467c-8844-29d08d66b0e4,,,-77.173605,38.885434
298,0825f3d4-1f3f-11e7-bf6b-3863bb334450,122.0,,-77.067529,38.903732
299,f0d7675e-2ce0-41e7-94f5-28ca712fa456,,,-77.118106,38.854019
300,0825b7cc-1f3f-11e7-bf6b-3863bb334450,,,-77.182669,39.110314
301,0825f4f2-1f3f-11e7-bf6b-3863bb334450,,,-77.09169,38.894941
302,082630e2-1f3f-11e7-bf6b-3863bb334450,,,-77.047783,38.818748
303,08249a1c-1f3f-11e7-bf6b-3863bb334450,-42.0,,-76.996806,38.886952
304,2213781a-5c69-43eb-9b33-346d61e7e1ba,,,-76.975723,39.046144
305,0824fd71-1f3f-11e7-bf6b-3863bb334450,,,-77.09308,38.8881
306,08261407-1f3f-11e7-bf6b-3863bb334450,,,-77.076986,38.994113
307,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,,,-77.362304,38.94335
308,d0a82ee8-e718-4598-aa5e-dda9292c248c,118.0,,-76.983221,38.906299
309,0825460b-1f3f-11e7-bf6b-3863bb334450,,,-77.080319,38.863833
310,54962348-19dd-47b8-a816-bce25eb658a1,-27.0,,-76.969509,38.8975
311,bce02846-6f5e-466a-a643-50534a119533,44.0,,-77.053052,38.89846
312,08257f71-1f3f-11e7-bf6b-3863bb334450,,,-77.202501,39.093783
313,08253976-1f3f-11e7-bf6b-3863bb334450,,,-77.040363,38.803124
314,ae00650a-be2d-4912-8f0d-8338b3754eed,,,-76.995227,38.974205
315,0824a28b-1f3f-11e7-bf6b-3863bb334450,-212.0,,-77.019347,38.897222
316,7346145e-f487-4f07-acb8-ed3e0b8b56bb,-178.0,,-77.044415,38.918777
317,7af26d39-a3b4-4fb3-b5b2-3acd415b9bea,,,-77.098093,38.84404
318,1934706002043462112,29.0,,-76.978783,38.945068
319,08249fbc-1f3f-11e7-bf6b-3863bb334450,-45.0,,-76.98825,38.900427
320,cec05512-b9d1-4671-bc76-8b168079db93,,,-76.916243,39.002459
321,08256fcd-1f3f-11e7-bf6b-3863bb334450,,,-77.086599,38.862478
322,08263d19-1f3f-11e7-bf6b-3863bb334450,,,-77.353414,38.960084
323,0825bd74-1f3f-11e7-bf6b-3863bb334450,53.0,,-77.088659,38.96115
324,08251d5a-1f3f-11e7-bf6b-3863bb334450,318.0,,-77.02622,38.9024
325,336a1fe2-8e92-49ad-ab6a-c6c392d3edcd,43.0,,-76.985854,38.910993
326,1869388517211023780,,,-77.047846,38.833437
327,97506e92-1d23-4396-8ec8-e1901ccc22fa,,,-77.10933,39.049
328,0825f946-1f3f-11e7-bf6b-3863bb334450,,,-77.058541,38.82595
329,0825881b-1f3f-11e7-bf6b-3863bb334450,,,-77.029124,38.995256
330,08256b2e-1f3f-11e7-bf6b-3863bb334450,6.0,,-77.01597,38.917622
331,1877540418168925068,,,-77.30938,38.837382
332,0825bc56-1f3f-11e7-bf6b-3863bb334450,,,-77.054277,38.862841
