NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID,geometry,Name,Opening Year
Fort Totten Metro,classic,0825e27a-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:33Z,15,0,1,0,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.952369,-77.002721,2024-10-22T07:07:28Z,217279968,"{'type': 'Point', 'coordinates': [-77.00272493999, 38.95237939423957]}",Fort Totten Metro,2014.0
Alabama & MLK Ave SE,classic,082564e2-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:33Z,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.84323,-76.999376,2024-10-22T07:07:28Z,217279969,"{'type': 'Point', 'coordinates': [-76.99938025252779, 38.843234104821136]}",Alabama & MLK Ave SE,2013.0
Ridge Rd & Southern Ave SE,classic,5d8d5182-ea42-49ec-8cae-8891759f5751,,2024-10-22T07:04:30Z,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.872976,-76.935246,2024-10-22T07:07:28Z,217279970,"{'type': 'Point', 'coordinates': [-76.93524987453532, 38.87297999410057]}",Ridge Rd & Southern Ave SE,2023.0
Metro Center / 12th & G St NW,classic,0824c604-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:33Z,37,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,DCA-CABI,,38.898326,-77.027959,2024-10-22T07:07:28Z,217279971,"{'type': 'Point', 'coordinates': [-77.02795750473446, 38.898335179521794]}",Metro Center / 12th & G St NW,2011.0
15th St & N Scott St,classic,082525bb-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:40Z,8,2,5,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.89054,-77.08095,2024-10-22T07:07:28Z,217279972,"{'type': 'Point', 'coordinates': [-77.08095407884802, 38.89054525706465]}",15th St & N Scott St,2020.0
Ballston Metro / Stuart St & 9th St N,classic,082526d1-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:41Z,22,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",41,DCA-CABI,,38.881044,-77.111768,2024-10-22T07:07:28Z,217279973,"{'type': 'Point', 'coordinates': [-77.11177305844323, 38.88105201413169]}",Ballston Metro / Stuart St & 9th St N,2020.0
Wilson Blvd & N Franklin Rd,classic,0824fb6c-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:35Z,11,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.8904,-77.0889,2024-10-22T07:07:28Z,217279974,"{'type': 'Point', 'coordinates': [-77.08890730721002, 38.89040434847118]}",Wilson Blvd & N Franklin Rd,2020.0
13th & D St NE,classic,0824c309-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:38Z,6,0,29,14,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,35,"KEY,CREDITCARD",42,DCA-CABI,,38.894832,-76.987633,2024-10-22T07:07:28Z,217279975,"{'type': 'Point', 'coordinates': [-76.98763342401514, 38.894842625104666]}",13th & D St NE,2010.0
10th St & Rhode Island Ave NE,classic,a62f9324-6f6e-4bdb-9206-3ca05517e607,,2024-10-22T07:04:38Z,13,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.922489,-76.99267,2024-10-22T07:07:28Z,217279976,"{'type': 'Point', 'coordinates': [-76.99266803957839, 38.92249867216282]}",10th St & Rhode Island Ave NE,2023.0
Town Center Pkwy & Bowman Towne Dr,classic,08263885-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:51Z,2,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.962524,-77.361902,2024-10-22T07:07:28Z,217279977,"{'type': 'Point', 'coordinates': [-77.36190231030471, 38.96253018396786]}",Town Center Pkwy & Bowman Towne Dr,2016.0
New Jersey Ave & F St NW,classic,96ce48cf-5d98-4dfb-86b1-f461230cd193,,2024-10-22T07:04:52Z,0,10,0,0,23,YES,NO,NO,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,"KEY,CREDITCARD",42,DCA-CABI,,38.897108,-77.011616,2024-10-22T07:07:28Z,217279978,"{'type': 'Point', 'coordinates': [-77.0116222338188, 38.897112809549476]}",New Jersey Ave & F St NW,2019.0
12th & Varnum St NE,classic,e800b2e8-5d8c-4ca1-920b-9622fa2a87ea,,2024-10-22T07:04:52Z,4,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.943596,-76.990157,2024-10-22T07:07:28Z,217279979,"{'type': 'Point', 'coordinates': [-76.99016272101862, 38.94360494787849]}",,
19th & I St NW,classic,08253908-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:52Z,23,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.901633,-77.043386,2024-10-22T07:07:28Z,217279980,"{'type': 'Point', 'coordinates': [-77.04338387893888, 38.90163653749993]}",,
Layton Hall Dr & University Dr,classic,1873077316413198460,,2024-10-22T07:04:48Z,3,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",,DCA-CABI,,38.850932,-77.302732,2024-10-22T07:07:28Z,217279981,"{'type': 'Point', 'coordinates': [-77.30273254904499, 38.85094017315624]}",,
John McCormack Rd & Michigan Ave NE,classic,08247cac-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:49Z,10,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.9346,-76.9955,2024-10-22T07:07:28Z,217279982,"{'type': 'Point', 'coordinates': [-76.99550410736252, 38.934605988443124]}",,
Ridge Heights and Owl Cove Ln,classic,f75a76bb-34fc-4ee3-81d9-f23d9867017d,,2024-10-22T07:04:47Z,1,0,11,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.933923,-77.331653,2024-10-22T07:07:28Z,217279983,"{'type': 'Point', 'coordinates': [-77.33165400824488, 38.93392833536445]}",Ridge Heights and Owl Cove Ln,2023.0
Tysons Metro South,classic,0826359a-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:48Z,4,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.919475,-77.221179,2024-10-22T07:07:28Z,217279984,"{'type': 'Point', 'coordinates': [-77.22118520994113, 38.91947897118641]}",,
9th St & Pennsylvania Ave NW,classic,5d8b76d9-ae82-464b-87f1-37553a9fec6c,,2024-10-22T07:04:52Z,20,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.89428,-77.023979,2024-10-22T07:07:28Z,217279985,"{'type': 'Point', 'coordinates': [-77.02397901063422, 38.89429130740242]}",,
Fairfax Village,classic,0824f08b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:53Z,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.86559,-76.952103,2024-10-22T07:07:28Z,217279986,"{'type': 'Point', 'coordinates': [-76.95210266985185, 38.86560122605896]}",Fairfax Village,2011.0
Eads St & 22nd St S,classic,0824866e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:54Z,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.854381,-77.053412,2024-10-22T07:07:28Z,217279987,"{'type': 'Point', 'coordinates': [-77.05341284882411, 38.854392351894816]}",Eads St & 22nd St S,2020.0
9th & G St NW,classic,a10f8bfa-1324-411c-b358-3fbd94eff32b,,2024-10-22T07:04:42Z,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.898097,-77.023924,2024-10-22T07:07:28Z,217279988,"{'type': 'Point', 'coordinates': [-77.02392265217516, 38.89810185808006]}",,
Braddock Rd Metro South,classic,c139589c-fe21-4834-a2a1-5528f7dd2152,,2024-10-22T07:04:46Z,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",40,DCA-CABI,,38.813474,-77.053734,2024-10-22T07:07:28Z,217279989,"{'type': 'Point', 'coordinates': [-77.05373919616295, 38.81348477501325]}",Braddock Rd Metro South,2023.0
1st & M St SE,classic,5f71434d-dc5c-45ff-8219-708a3d9a0691,,2024-10-22T07:04:56Z,7,0,31,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,DCA-CABI,,38.876893,-77.006072,2024-10-22T07:07:28Z,217279990,"{'type': 'Point', 'coordinates': [-77.00607567413623, 38.876898422832504]}",1st & M St SE,2019.0
Wisconsin Ave & O St NW,classic,08254f20-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:55Z,7,1,11,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.90849,-77.063586,2024-10-22T07:07:28Z,217279991,"{'type': 'Point', 'coordinates': [-77.06358786279607, 38.908500661604876]}",Wisconsin Ave & O St NW,2013.0
24th & R St NE / National Arboretum,classic,08263311-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:57Z,16,0,2,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.91263,-76.971923,2024-10-22T07:07:28Z,217279992,"{'type': 'Point', 'coordinates': [-76.97192615356644, 38.91264041527228]}",24th & R St NE / National Arboretum,2016.0
W&OD Trail & Explorer St/Reston Bus Station,classic,08263a37-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:04Z,9,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",104,DCA-CABI,,38.957037,-77.359718,2024-10-22T07:07:28Z,217279993,"{'type': 'Point', 'coordinates': [-77.359716928836, 38.957041846979344]}",,
Rhode Island & Connecticut Ave NW,classic,0824f644-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:02Z,18,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.905996,-77.039802,2024-10-22T07:07:28Z,217279994,"{'type': 'Point', 'coordinates': [-77.03980096621136, 38.906006865301585]}",Rhode Island & Connecticut Ave NW,2011.0
Marion Barry Ave & Naylor Rd SE,classic,08247ed8-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:59Z,19,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.861663,-76.969184,2024-10-22T07:07:28Z,217279995,"{'type': 'Point', 'coordinates': [-76.96918091948366, 38.86167030374638]}",,
8th & V St NW,classic,3900eddf-b06d-4763-af70-1126603508d0,,2024-10-22T07:04:59Z,10,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.917716,-77.022684,2024-10-22T07:07:28Z,217279996,"{'type': 'Point', 'coordinates': [-77.02268387974466, 38.91772228644727]}",8th & V St NW,2022.0
King Farm Blvd & Pleasant Dr,classic,0825b738-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:04Z,17,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,18,"KEY,CREDITCARD",43,DCA-CABI,,39.114688,-77.171487,2024-10-22T07:07:28Z,217279997,"{'type': 'Point', 'coordinates': [-77.17149321052123, 39.11469731210389]}",King Farm Blvd & Pleasant Dr,2013.0
Riggs Rd & East West Hwy,classic,f0d65475-a505-474b-a40f-2488459105ac,,2024-10-22T07:05:04Z,3,0,13,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,DCA-CABI,,38.9725,-76.9807,2024-10-22T07:07:28Z,217279998,"{'type': 'Point', 'coordinates': [-76.98070753236001, 38.97251128303846]}",Riggs Rd & East West Hwy,2020.0
Maine Ave & 7th St SW,classic,0824a68f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:05Z,16,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,"KEY,CREDITCARD",42,DCA-CABI,,38.878694,-77.023054,2024-10-22T07:07:28Z,217279999,"{'type': 'Point', 'coordinates': [-77.02305178977146, 38.87869798467329]}",Maine Ave & 7th St SW,2010.0
Amherst Ave & Prichard Rd,classic,082651f8-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:09Z,13,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.035965,-77.048395,2024-10-22T07:07:28Z,217280000,"{'type': 'Point', 'coordinates': [-77.04839768192085, 39.035974480586276]}",Amherst Ave & Prichard Rd,2017.0
Maple & Ritchie Ave,classic,08258785-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:09Z,0,0,19,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,38.983627,-77.006311,2024-10-22T07:07:28Z,217280001,"{'type': 'Point', 'coordinates': [-77.00631561366885, 38.98363786245868]}",Maple & Ritchie Ave,2013.0
10th & H St NE,classic,fe755eaf-7f1f-48df-bc40-f51d2af775d1,,2024-10-22T07:05:06Z,4,0,15,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.899984,-76.992725,2024-10-22T07:07:28Z,217280002,"{'type': 'Point', 'coordinates': [-76.99272799280187, 38.899995837733364]}",10th & H St NE,2022.0
Arlington Blvd & S George Mason Dr,classic,0825f58d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:09Z,15,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.869442,-77.104503,2024-10-22T07:07:28Z,217280003,"{'type': 'Point', 'coordinates': [-77.10450674668378, 38.869446907860166]}",Arlington Blvd & S George Mason Dr,2020.0
Rosslyn Metro / Wilson Blvd & N Moore St,classic,472d3644-c8f4-4912-ad84-79f11cee2e49,,2024-10-22T07:05:10Z,13,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,"KEY,CREDITCARD",41,DCA-CABI,,38.896087,-77.071452,2024-10-22T07:07:28Z,217280004,"{'type': 'Point', 'coordinates': [-77.07145012965866, 38.896091607182605]}",Rosslyn Metro / Wilson Blvd & N Moore St,2022.0
Iwo Jima Memorial / Meade & 14th St N,classic,0825f344-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:05Z,10,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.88992,-77.071301,2024-10-22T07:07:28Z,217280005,"{'type': 'Point', 'coordinates': [-77.07130563988534, 38.88992996748754]}",Iwo Jima Memorial / Meade & 14th St N,2020.0
Dennis Ave & Amherst Ave,classic,08259e6f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:07Z,11,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.025387,-77.044563,2024-10-22T07:07:28Z,217280006,"{'type': 'Point', 'coordinates': [-77.04456793619556, 39.02539145223641]}",Dennis Ave & Amherst Ave,2020.0
Cordell & Norfolk Ave,classic,08258395-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:09Z,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.98954,-77.098029,2024-10-22T07:07:28Z,217280007,"{'type': 'Point', 'coordinates': [-77.09803433691863, 38.989551377247516]}",Cordell & Norfolk Ave,2013.0
Thomas Circle,classic,0824f8a2-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:07Z,23,0,7,1,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,"KEY,CREDITCARD",42,DCA-CABI,,38.9059,-77.0325,2024-10-22T07:07:28Z,217280008,"{'type': 'Point', 'coordinates': [-77.03250295942874, 38.90591003179362]}",Thomas Circle,2011.0
Oak Leaf & Lockwood,classic,90682a3e-9cb2-43d1-b104-61c50043d35b,,2024-10-22T07:05:14Z,11,0,8,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,39.037981,-76.994539,2024-10-22T07:07:28Z,217280009,"{'type': 'Point', 'coordinates': [-76.99453888686105, 39.037993169150944]}",Oak Leaf & Lockwood,2021.0
11th & O St NW,classic,08261d35-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:11Z,0,0,20,4,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.908431,-77.027088,2024-10-22T07:07:28Z,217280010,"{'type': 'Point', 'coordinates': [-77.0270852202854, 38.90844275956212]}",11th & O St NW,2016.0
8th & H St NW,classic,0824b9cc-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:13Z,25,0,6,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,"KEY,CREDITCARD",42,DCA-CABI,,38.8997,-77.023086,2024-10-22T07:07:28Z,217280011,"{'type': 'Point', 'coordinates': [-77.02309316336496, 38.899705513511165]}",8th & H St NW,2010.0
28th St & S Meade St,classic,082546fc-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:13Z,4,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.846222,-77.069275,2024-10-22T07:07:28Z,217280012,"{'type': 'Point', 'coordinates': [-77.06928063422514, 38.846231375808436]}",28th St & S Meade St,2020.0
Barton St & 10th St N,classic,08254123-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:16Z,11,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.884961,-77.08777,2024-10-22T07:07:28Z,217280013,"{'type': 'Point', 'coordinates': [-77.08777101365041, 38.88497315222729]}",Barton St & 10th St N,2012.0
Massachusetts Ave & 6th St NE,classic,880978b9-5084-4576-a206-8d94cdbf4427,,2024-10-22T07:05:11Z,6,0,13,8,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.892875,-76.998413,2024-10-22T07:07:28Z,217280014,"{'type': 'Point', 'coordinates': [-76.99841155095464, 38.892879444011534]}",Massachusetts Ave & 6th St NE,2019.0
Blueridge Ave & Elkin St,classic,ce78d5f4-486a-4a64-8518-5a10bfd7ef94,,2024-10-22T07:05:14Z,9,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.04313,-77.05006,2024-10-22T07:07:28Z,217280015,"{'type': 'Point', 'coordinates': [-77.05006594836432, 39.043135226111964]}",Blueridge Ave & Elkin St,2020.0
St. Elizabeths West Campus/DHSÂ ,classic,8a10969e-9861-4926-bda6-f0b58a0c253d,,2024-10-22T07:05:18Z,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.853124,-77.005174,2024-10-22T07:07:28Z,217280016,"{'type': 'Point', 'coordinates': [-77.0051750419075, 38.85313426744346]}",,
Dunn Loring Metro,classic,48ca5477-32a2-485d-961d-5371f2d1d5e1,,2024-10-22T07:05:20Z,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",104,DCA-CABI,,38.8828,-77.2283,2024-10-22T07:07:28Z,217280017,"{'type': 'Point', 'coordinates': [-77.22829799704674, 38.88281016694741]}",Dunn Loring Metro,2020.0
14th & Harvard St NW,classic,082476ba-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:20Z,11,0,5,3,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.9268,-77.0322,2024-10-22T07:07:28Z,217280018,"{'type': 'Point', 'coordinates': [-77.03220110795297, 38.92680945035743]}",14th & Harvard St NW,2010.0
8th & Eye St SE / Barracks Row,classic,08249671-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:22Z,4,0,7,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.8792,-76.9953,2024-10-22T07:07:28Z,217280019,"{'type': 'Point', 'coordinates': [-76.9953001493936, 38.87920463562922]}",8th & Eye St SE / Barracks Row,2010.0
Stewart & April,classic,52ba8179-5dda-404f-abba-796b3f645434,,2024-10-22T07:05:19Z,17,0,1,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,39.044944,-76.981155,2024-10-22T07:07:28Z,217280020,"{'type': 'Point', 'coordinates': [-76.9811615201803, 39.04495504581771]}",Stewart & April,2021.0
Arlington Blvd & Ft Myer Dr,classic,199ecf43-3fcc-446e-8b91-e151e7ad617f,,2024-10-22T07:05:23Z,4,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.890863,-77.074893,2024-10-22T07:07:28Z,217280021,"{'type': 'Point', 'coordinates': [-77.0748913942572, 38.890873603202984]}",Arlington Blvd & Ft Myer Dr,2021.0
9th & N St NW ,classic,1926601045514275106,,2024-10-22T07:05:23Z,5,0,18,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",,DCA-CABI,,38.906622,-77.023885,2024-10-22T07:07:28Z,217280022,"{'type': 'Point', 'coordinates': [-77.02389092580019, 38.90663277843039]}",,
Gatehouse Rd & Telestar Ct,classic,523db239-4cfe-4d84-b8ff-60f1ad4d342c,,2024-10-22T07:05:24Z,5,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.868536,-77.225262,2024-10-22T07:07:28Z,217280023,"{'type': 'Point', 'coordinates': [-77.22526787252968, 38.86854670366569]}",,
Whiting & Lane Dr,classic,5ac39643-b36d-415f-bbb4-1a5e2c61d98d,,2024-10-22T07:05:24Z,5,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.809709,-77.135788,2024-10-22T07:07:28Z,217280024,"{'type': 'Point', 'coordinates': [-77.13579399918594, 38.80971563523119]}",Whiting & Lane Dr,2022.0
