NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID,geometry,Name,Opening Year
Madron Ln & Bermudez Ct,classic,83fa4699-b2ee-4f14-af3b-167f34a62fb4,,2024-10-22T07:05:34Z,4,0,7,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.904415,-77.221807,2024-10-22T07:07:28Z,217277771,"{'type': 'Point', 'coordinates': [-77.22180720720041, 38.90442481031474]}",,
48th Pl & MacArthur Blvd NW,classic,e07eed7c-2d2a-4f13-aff7-2be6500958f7,,2024-10-22T07:05:33Z,1,0,17,8,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.916561,-77.095513,2024-10-22T07:07:28Z,217277772,"{'type': 'Point', 'coordinates': [-77.0955125261058, 38.91656841846482]}",48th Pl & MacArthur Blvd NW,2019.0
18th & M St NW,classic,08249ef2-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:33Z,15,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.905067,-77.041779,2024-10-22T07:07:28Z,217277773,"{'type': 'Point', 'coordinates': [-77.04178343900001, 38.90507831280989]}",18th & M St NW,2010.0
39th & Veazey St NW,classic,082544b7-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:32Z,15,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.943837,-77.077078,2024-10-22T07:07:28Z,217277774,"{'type': 'Point', 'coordinates': [-77.07708106711695, 38.943841187161304]}",39th & Veazey St NW,2013.0
N Veitch St & Key Blvd,classic,082524a2-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:32Z,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.893237,-77.086063,2024-10-22T07:07:28Z,217277775,"{'type': 'Point', 'coordinates': [-77.08606365040787, 38.893244117209335]}",N Veitch St & Key Blvd,2020.0
15th & K St NW,classic,08253b2b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:31Z,26,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.902,-77.03353,2024-10-22T07:07:28Z,217277776,"{'type': 'Point', 'coordinates': [-77.03352722018822, 38.90200912484437]}",15th & K St NW,2012.0
3rd & H St NW,classic,082493a5-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:35Z,6,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.899408,-77.015289,2024-10-22T07:07:28Z,217277777,"{'type': 'Point', 'coordinates': [-77.0152885457645, 38.8994185281761]}",3rd & H St NW,2010.0
Lamont & Mt Pleasant NW,classic,082477f4-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:35Z,4,0,18,17,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.9319,-77.0388,2024-10-22T07:07:28Z,217277778,"{'type': 'Point', 'coordinates': [-77.03880048868801, 38.93190615047048]}",Lamont & Mt Pleasant NW,2010.0
South Capitol St and Southern Ave SE,classic,9973e0f4-23dd-4b50-9ef4-8408fa8a1105,,2024-10-22T07:05:31Z,12,0,3,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.821563,-77.001095,2024-10-22T07:07:28Z,217277779,"{'type': 'Point', 'coordinates': [-77.0010962545038, 38.82156874769146]}",,
Court House Metro / 15th St & N Uhle St,classic,0825fa8b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:42Z,14,0,5,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,"KEY,CREDITCARD",41,DCA-CABI,,38.890612,-77.084801,2024-10-22T07:07:28Z,217277780,"{'type': 'Point', 'coordinates': [-77.08480408047873, 38.89062360071276]}",Court House Metro / 15th St & N Uhle St,2020.0
M St & New Jersey Ave SE,classic,082486f0-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:42Z,7,0,10,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,DCA-CABI,,38.876219,-77.004169,2024-10-22T07:07:28Z,217277781,"{'type': 'Point', 'coordinates': [-77.0041740982018, 38.87622287651032]}",M St & New Jersey Ave SE,2010.0
14th & R St NW,classic,0824799f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:38Z,1,0,18,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.913046,-77.032008,2024-10-22T07:07:28Z,217277782,"{'type': 'Point', 'coordinates': [-77.03201041206914, 38.91305378570714]}",14th & R St NW,2010.0
Hyattsville Library / Adelphi Rd & Toledo Rd,classic,bcb21167-85ed-4374-8807-d9409aaa01a5,,2024-10-22T07:05:39Z,8,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.9698,-76.9493,2024-10-22T07:07:28Z,217277783,"{'type': 'Point', 'coordinates': [-76.94929777563735, 38.96980842002155]}",Hyattsville Library / Adelphi Rd & Toledo Rd,2020.0
2nd St & Seaton Pl NE,classic,0826005e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:39Z,4,0,15,10,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.914751,-77.00356,2024-10-22T07:07:28Z,217277784,"{'type': 'Point', 'coordinates': [-77.00356523399938, 38.91476069232858]}",2nd St & Seaton Pl NE,2017.0
Maine Ave & Water St SW,classic,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,,2024-10-22T07:05:41Z,10,0,7,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.876747,-77.020945,2024-10-22T07:07:28Z,217277785,"{'type': 'Point', 'coordinates': [-77.02094218878098, 38.87675256856151]}",Maine Ave & Water St SW,2023.0
Georgia Ave & Fairmont St NW,classic,0824844b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:33Z,9,0,5,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.924785,-77.022327,2024-10-22T07:07:28Z,217277786,"{'type': 'Point', 'coordinates': [-77.02232863113964, 38.924793890501]}",Georgia Ave & Fairmont St NW,2023.0
37th & O St NW / Georgetown University,classic,0824cdb0-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:33Z,22,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.907837,-77.07166,2024-10-22T07:07:28Z,217277787,"{'type': 'Point', 'coordinates': [-77.07165790705358, 38.90784738953829]}",37th & O St NW / Georgetown University,2010.0
Radford & Osage St,classic,08261ee4-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:33Z,22,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",40,DCA-CABI,,38.828471,-77.086061,2024-10-22T07:07:28Z,217277788,"{'type': 'Point', 'coordinates': [-77.0860662105042, 38.828482549019114]}",Radford & Osage St,2016.0
10th & Monroe St NE,classic,0824bb59-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:37Z,19,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.932457,-76.993534,2024-10-22T07:07:28Z,217277789,"{'type': 'Point', 'coordinates': [-76.99353202362487, 38.93246191947335]}",10th & Monroe St NE,2010.0
USDA / 12th & C St SW,classic,08249b7f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:35Z,2,0,43,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,47,"KEY,CREDITCARD",42,DCA-CABI,,38.886277,-77.028242,2024-10-22T07:07:28Z,217277790,"{'type': 'Point', 'coordinates': [-77.0282409308572, 38.88628190822215]}",USDA / 12th & C St SW,2019.0
Independence Ave & L'Enfant Plaza SW/DOE,classic,08256e7b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:35Z,7,0,14,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.887332,-77.026141,2024-10-22T07:07:28Z,217277791,"{'type': 'Point', 'coordinates': [-77.0261435890587, 38.88733637719703]}",Independence Ave & L'Enfant Plaza SW/DOE,2013.0
Montgomery Ave & Waverly St ,classic,0825756e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:40Z,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.983838,-77.09221,2024-10-22T07:07:28Z,217277792,"{'type': 'Point', 'coordinates': [-77.09220943427239, 38.9838449060402]}",Montgomery Ave & Waverly St ,2013.0
S Pickett St & Shillings St,classic,2260574d-dbc6-4416-9f8c-3e1fcc0d9f5b,,2024-10-22T07:04:40Z,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.804486,-77.132334,2024-10-22T07:07:28Z,217277793,"{'type': 'Point', 'coordinates': [-77.13234174833237, 38.80449466767558]}",S Pickett St & Shillings St,2022.0
Montgomery College / W Campus Dr & Mannakee St,classic,0825aa94-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:41Z,11,0,9,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,"KEY,CREDITCARD",43,DCA-CABI,,39.095661,-77.159048,2024-10-22T07:07:28Z,217277794,"{'type': 'Point', 'coordinates': [-77.15905510573094, 39.09567197481969]}",Montgomery College / W Campus Dr & Mannakee St,2021.0
44th St & New Mexico Ave NW,classic,1877753940179542324,,2024-10-22T07:04:38Z,19,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",,DCA-CABI,,38.933899,-77.086263,2024-10-22T07:07:28Z,217277795,"{'type': 'Point', 'coordinates': [-77.08626267253435, 38.93390762604849]}",,
13th & U St NW,classic,732103a1-eedd-4044-afa6-67b2d192ff22,,2024-10-22T07:04:39Z,15,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.916936,-77.029631,2024-10-22T07:07:28Z,217277796,"{'type': 'Point', 'coordinates': [-77.0296367865573, 38.916946013168555]}",13th & U St NW,2021.0
Jones Branch & Westbranch Dr,classic,082636d5-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:39Z,3,0,10,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,13,"KEY,CREDITCARD",104,DCA-CABI,,38.931911,-77.219261,2024-10-22T07:07:28Z,217277797,"{'type': 'Point', 'coordinates': [-77.21926313670848, 38.931923116416094]}",Jones Branch & Westbranch Dr,2016.0
Amherst Ave & Elkins St,classic,0826518d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:52Z,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.044887,-77.047788,2024-10-22T07:07:28Z,217277798,"{'type': 'Point', 'coordinates': [-77.0477915073535, 39.04489275643875]}",Amherst Ave & Elkins St,2017.0
Prosperity Ave & Avenir Pl,classic,1893303738183408178,,2024-10-22T07:04:52Z,8,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",,DCA-CABI,,38.881436,-77.230377,2024-10-22T07:07:28Z,217277799,"{'type': 'Point', 'coordinates': [-77.23037969900449, 38.88144580825889]}",,
United Medical Center,classic,5f0f9566-90d4-431e-9b6d-994e26d20ec6,,2024-10-22T07:04:48Z,13,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.835737,-76.983144,2024-10-22T07:07:28Z,217277800,"{'type': 'Point', 'coordinates': [-76.98315170769565, 38.835746866368495]}",United Medical Center,2020.0
18th St & Ingleside Ter NW,classic,1931715167823202508,,2024-10-22T07:05:04Z,4,0,13,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",,DCA-CABI,,38.934784,-77.041362,2024-10-22T07:07:28Z,217277801,"{'type': 'Point', 'coordinates': [-77.04136256527637, 38.93478792967536]}",,
Windham Ln & Amherst Ave,classic,082652d2-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:03Z,4,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.032029,-77.04735,2024-10-22T07:07:28Z,217277802,"{'type': 'Point', 'coordinates': [-77.04735554453585, 39.032038358152114]}",Windham Ln & Amherst Ave,2017.0
1st & M St NE,classic,0824927c-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:06Z,5,0,10,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.905697,-77.005483,2024-10-22T07:07:28Z,217277803,"{'type': 'Point', 'coordinates': [-77.00549014385392, 38.90570723234468]}",1st & M St NE,2010.0
4th & O St SW,classic,9c6fb0a8-d371-433f-b52e-ca47881156b3,,2024-10-22T07:05:06Z,0,0,15,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.872964,-77.017585,2024-10-22T07:07:28Z,217277804,"{'type': 'Point', 'coordinates': [-77.01758764432822, 38.87296959392348]}",,
Norfolk & Rugby Ave,classic,0825b27e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:00Z,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.990639,-77.100239,2024-10-22T07:07:28Z,217277805,"{'type': 'Point', 'coordinates': [-77.10024053487733, 38.990648508921126]}",Norfolk & Rugby Ave,2013.0
S Clark St & 33rd St,classic,e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,,2024-10-22T07:05:01Z,0,0,12,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.845028,-77.051956,2024-10-22T07:07:28Z,217277806,"{'type': 'Point', 'coordinates': [-77.05195441180167, 38.84503324151047]}",S Clark St & 33rd St,2022.0
Fillmore & Bisdorf,classic,a8ffa826-a14d-4bb0-ab33-de6b8c34d190,,2024-10-22T07:04:59Z,7,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,DCA-CABI,,38.83863,-77.116206,2024-10-22T07:07:28Z,217277807,"{'type': 'Point', 'coordinates': [-77.11621030750707, 38.838635994940375]}",Fillmore & Bisdorf,2022.0
Jefferson Dr & 14th St SW,classic,08252260-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:59Z,10,0,12,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.888553,-77.032427,2024-10-22T07:07:28Z,217277808,"{'type': 'Point', 'coordinates': [-77.03242589670846, 38.88855994168461]}",Jefferson Dr & 14th St SW,2012.0
18th & L St NW,classic,0824a5b0-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:04:59Z,17,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.903741,-77.042452,2024-10-22T07:07:28Z,217277809,"{'type': 'Point', 'coordinates': [-77.04245132834497, 38.90374483561769]}",18th & L St NW,2020.0
1st St & Potomac Ave SE,classic,66c82803-70e3-496f-9942-30e0936de3f5,,2024-10-22T07:05:01Z,10,0,8,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.871841,-77.00591,2024-10-22T07:07:28Z,217277810,"{'type': 'Point', 'coordinates': [-77.00591391267382, 38.871844718314264]}",1st St & Potomac Ave SE,2021.0
Georgia Ave & Dahlia St NW,classic,f8b331c6-d208-4b17-b788-1a17d2520c40,,2024-10-22T07:05:20Z,6,0,12,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.976061,-77.026747,2024-10-22T07:07:28Z,217277811,"{'type': 'Point', 'coordinates': [-77.02675317111378, 38.976068065562465]}",,
New Jersey Ave & H St SE,classic,2574f980-163e-4b9b-8107-6145615815b3,,2024-10-22T07:05:21Z,1,0,18,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.880761,-77.005741,2024-10-22T07:07:28Z,217277812,"{'type': 'Point', 'coordinates': [-77.00574177650937, 38.88077204908381]}",New Jersey Ave & H St SE,2023.0
7th & K St NW,classic,a0d0ec92-ebda-436a-b476-7ee9a7bdb67d,,2024-10-22T07:05:17Z,13,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.902674,-77.021392,2024-10-22T07:07:28Z,217277813,"{'type': 'Point', 'coordinates': [-77.02139941758686, 38.902678594418006]}",7th & K St NW,2019.0
Fair Woods Pkwy & Fairfax Blvd,classic,1875305027705686898,,2024-10-22T07:05:17Z,1,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",,DCA-CABI,,38.862804,-77.293922,2024-10-22T07:07:28Z,217277814,"{'type': 'Point', 'coordinates': [-77.29392228171797, 38.86280883067476]}",,
Kenilworth Terr & Hayes St. NE,classic,07a453e5-2e14-4276-85df-49e0d6144e54,,2024-10-22T07:05:16Z,3,0,15,6,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.900468,-76.947287,2024-10-22T07:07:28Z,217277815,"{'type': 'Point', 'coordinates': [-76.94729501793279, 38.90047963584787]}",Kenilworth Terr & Hayes St. NE,2023.0
Largo Town Center Metro,classic,29b65d73-fc99-42e3-9007-2175402a5c56,,2024-10-22T07:05:13Z,16,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,DCA-CABI,,38.899811,-76.844604,2024-10-22T07:07:28Z,217277816,"{'type': 'Point', 'coordinates': [-76.84460252829844, 38.89982064583381]}",Largo Town Center Metro,2019.0
23rd & M St NW,classic,5b745524-d0d3-4197-8c69-0ad4e5761883,,2024-10-22T07:05:14Z,5,0,12,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.905303,-77.050264,2024-10-22T07:07:28Z,217277817,"{'type': 'Point', 'coordinates': [-77.05026895851204, 38.90530918696569]}",23rd & M St NW,2017.0
Pimmit Dr & Idyl Ln,classic,4b55ad18-eb2e-47b5-aaeb-aefd6ad856fd,,2024-10-22T07:05:19Z,5,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.897692,-77.207261,2024-10-22T07:07:28Z,217277818,"{'type': 'Point', 'coordinates': [-77.20726121220106, 38.89770424311229]}",,
Grandview & Blueridge Ave,classic,08265262-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:21Z,7,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.043272,-77.053085,2024-10-22T07:07:28Z,217277819,"{'type': 'Point', 'coordinates': [-77.05309251525297, 39.043278022151426]}",Grandview & Blueridge Ave,2017.0
Kenmore Ave & Seminary Rd,classic,347b72fa-4ae2-4017-a9bf-344a122cddeb,,2024-10-22T07:05:22Z,1,0,10,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,DCA-CABI,,38.828887,-77.110588,2024-10-22T07:07:28Z,217277820,"{'type': 'Point', 'coordinates': [-77.11058580836315, 38.82889429727164]}",Kenmore Ave & Seminary Rd,2022.0
Calvert St & Woodley Pl NW,classic,0825b8f0-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:15Z,12,0,6,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.923583,-77.050046,2024-10-22T07:07:28Z,217277821,"{'type': 'Point', 'coordinates': [-77.05005120350506, 38.92358719828226]}",Calvert St & Woodley Pl NW,2013.0
15th & P St NW,classic,0824791a-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:14Z,8,0,10,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.909801,-77.034427,2024-10-22T07:07:28Z,217277822,"{'type': 'Point', 'coordinates': [-77.03443021033361, 38.90981009446128]}",15th & P St NW,2010.0
Eden Center,classic,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,,2024-10-22T07:05:28Z,2,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.873808,-77.152849,2024-10-22T07:07:28Z,217277823,"{'type': 'Point', 'coordinates': [-77.15285622951122, 38.87381675997074]}",Eden Center,2023.0
Reston YMCA,classic,08263f4a-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:29Z,0,0,13,2,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",104,DCA-CABI,,38.955314,-77.368416,2024-10-22T07:07:28Z,217277824,"{'type': 'Point', 'coordinates': [-77.36841885700058, 38.955321182445914]}",Reston YMCA,2016.0
16th & Harvard St NW,classic,ae007456-14ad-4619-a92e-e3a40f93a412,,2024-10-22T07:05:29Z,15,0,4,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.926102,-77.03665,2024-10-22T07:07:28Z,217277825,"{'type': 'Point', 'coordinates': [-77.03665230276347, 38.926105490305275]}",16th & Harvard St NW,2010.0
9th & Upshur St NW,classic,08251532-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:22Z,11,0,4,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.9418,-77.0251,2024-10-22T07:07:28Z,217277826,"{'type': 'Point', 'coordinates': [-77.02510235057264, 38.941810016381496]}",9th & Upshur St NW,2011.0
Potomac Ave & 35th St S,classic,0824e2e3-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:27Z,0,0,15,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.844015,-77.050537,2024-10-22T07:07:28Z,217277827,"{'type': 'Point', 'coordinates': [-77.05053682152192, 38.84402491779827]}",Potomac Ave & 35th St S,2011.0
